year,team,shirt_number,position,player,birth_date,caps,goals,club,club_country,league_country,iffhs_ranking_year,iffhs_league_rank,clubelo_name,clubelo_rating,clubelo_division_level,clubelo_date
2018,France,2,DF,Benjamin Pavard,1996-03-28,6,0.0,VfB Stuttgart,Germany,Germany,2017,8.0,Stuttgart,1556.8,1.0,2018-01-01
2018,France,3,DF,Presnel Kimpembe,1995-08-13,2,0.0,Paris Saint-Germain,France,France,2017,5.0,Paris SG,1901.4,1.0,2018-01-01
2018,France,4,DF,Raphaël Varane,1993-04-25,42,2.0,Real Madrid,Spain,Spain,2017,1.0,Real Madrid,2006.8,1.0,2018-01-01
2018,France,5,DF,Samuel Umtiti,1993-11-14,19,2.0,Barcelona,Spain,Spain,2017,1.0,Barcelona,2043.9,1.0,2018-01-01
2018,France,6,MF,Paul Pogba,1993-03-15,54,9.0,Manchester United,England,England,2017,2.0,Man United,1897.3,1.0,2018-01-01
2018,France,7,FW,Antoine Griezmann,1991-03-21,54,20.0,Atlético Madrid,Spain,Spain,2017,1.0,Atletico,1924.0,1.0,2018-01-01
2018,France,8,FW,Thomas Lemar,1995-11-12,12,3.0,Monaco,France,France,2017,5.0,Monaco,1764.9,1.0,2018-01-01
2018,France,9,FW,Olivier Giroud,1986-09-30,74,31.0,Chelsea,England,England,2017,2.0,Chelsea,1916.2,1.0,2018-01-01
2018,France,10,FW,Kylian Mbappé,1998-12-20,15,4.0,Paris Saint-Germain,France,France,2017,5.0,Paris SG,1901.4,1.0,2018-01-01
2018,France,11,FW,Ousmane Dembélé,1997-05-15,12,2.0,Barcelona,Spain,Spain,2017,1.0,Barcelona,2043.9,1.0,2018-01-01
2018,France,12,MF,Corentin Tolisso,1994-08-03,9,0.0,Bayern Munich,Germany,Germany,2017,8.0,Bayern,1949.3,1.0,2018-01-01
2018,France,13,MF,N'Golo Kanté,1991-03-29,24,1.0,Chelsea,England,England,2017,2.0,Chelsea,1916.2,1.0,2018-01-01
2018,France,14,MF,Blaise Matuidi,1987-04-09,67,9.0,Juventus,Italy,Italy,2017,4.0,Juventus,1955.1,1.0,2018-01-01
2018,France,15,MF,Steven Nzonzi,1988-12-15,4,0.0,Sevilla,Spain,Spain,2017,1.0,Sevilla,1771.9,1.0,2018-01-01
2018,France,16,GK,Steve Mandanda,1985-03-28,27,0.0,Marseille,France,France,2017,5.0,Marseille,1689.0,1.0,2018-01-01
2018,France,17,DF,Adil Rami,1985-12-27,35,1.0,Marseille,France,France,2017,5.0,Marseille,1689.0,1.0,2018-01-01
2018,France,18,FW,Nabil Fekir,1993-07-18,12,2.0,Lyon,France,France,2017,5.0,Lyon,1753.1,1.0,2018-01-01
2018,France,19,DF,Djibril Sidibé,1992-07-29,17,1.0,Monaco,France,France,2017,5.0,Monaco,1764.9,1.0,2018-01-01
2018,France,20,FW,Florian Thauvin,1993-01-26,4,0.0,Marseille,France,France,2017,5.0,Marseille,1689.0,1.0,2018-01-01
2018,France,21,DF,Lucas Hernandez,1996-02-14,5,0.0,Atlético Madrid,Spain,Spain,2017,1.0,Atletico,1924.0,1.0,2018-01-01
2018,France,22,DF,Benjamin Mendy,1994-07-17,7,0.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,France,23,GK,Alphonse Areola,1993-02-27,0,0.0,Paris Saint-Germain,France,France,2017,5.0,Paris SG,1901.4,1.0,2018-01-01
2018,Peru,1,GK,Pedro Gallese,1990-02-23,38,0.0,Veracruz,Mexico,Mexico,2017,20.0,,,,
2018,Peru,2,DF,Alberto Rodríguez,1984-03-31,74,0.0,Atlético Junior,Colombia,Colombia,2017,6.0,,,,
2018,Peru,3,DF,Aldo Corzo,1989-05-20,26,0.0,Universitario,Peru,Peru,2017,59.0,,,,
2018,Peru,4,DF,Anderson Santamaría,1992-01-10,4,0.0,Puebla,Mexico,Mexico,2017,20.0,,,,
2018,Peru,5,DF,Miguel Araujo,1994-10-24,8,0.0,Alianza Lima,Peru,Peru,2017,59.0,,,,
2018,Peru,6,DF,Miguel Trauco,1992-08-25,27,0.0,Flamengo,Brazil,Brazil,2017,3.0,,,,
2018,Peru,7,MF,Paolo Hurtado,1990-07-27,33,3.0,Vitória de Guimarães,Portugal,Portugal,2017,16.0,,,,
2018,Peru,8,MF,Christian Cueva,1991-11-23,46,8.0,São Paulo,Brazil,Brazil,2017,3.0,,,,
2018,Peru,9,FW,Paolo Guerrero,1984-01-01,88,34.0,Flamengo,Brazil,Brazil,2017,3.0,,,,
2018,Peru,10,FW,Jefferson Farfán,1984-10-26,84,25.0,Lokomotiv Moscow,Russia,Russia,2017,10.0,Lok Moskva,1677.5,1.0,2018-01-01
2018,Peru,11,FW,Raúl Ruidíaz,1990-07-25,30,4.0,Morelia,Mexico,Mexico,2017,20.0,,,,
2018,Peru,12,GK,Carlos Cáceda,1991-09-27,6,0.0,Deportivo Municipal,Peru,Peru,2017,59.0,,,,
2018,Peru,13,MF,Renato Tapia,1995-07-28,33,3.0,Feyenoord,Netherlands,Netherlands,2017,22.0,Feyenoord,1582.6,1.0,2018-01-01
2018,Peru,14,MF,Andy Polo,1994-09-29,17,1.0,Portland Timbers,United States,United States,2017,52.0,,,,
2018,Peru,15,DF,Christian Ramos,1988-11-04,68,3.0,Veracruz,Mexico,Mexico,2017,20.0,,,,
2018,Peru,16,MF,Wilder Cartagena,1994-09-23,3,0.0,Veracruz,Mexico,Mexico,2017,20.0,,,,
2018,Peru,17,DF,Luis Advíncula,1990-03-02,67,0.0,Lobos BUAP,Mexico,Mexico,2017,20.0,,,,
2018,Peru,18,FW,André Carrillo,1991-06-14,46,5.0,Watford,England,England,2017,2.0,Watford,1624.3,1.0,2018-01-01
2018,Peru,19,MF,Yoshimar Yotún,1990-04-07,74,2.0,Orlando City,United States,United States,2017,52.0,,,,
2018,Peru,20,FW,Edison Flores,1994-05-14,30,9.0,AaB,Denmark,Denmark,2017,15.0,,,,
2018,Peru,21,GK,José Carvallo,1986-03-01,6,0.0,UTC,Peru,Peru,2017,59.0,,,,
2018,Peru,22,DF,Nilson Loyola,1994-10-26,3,0.0,Melgar,Peru,Peru,2017,59.0,,,,
2018,Peru,23,MF,Pedro Aquino,1995-04-13,14,0.0,Lobos BUAP,Mexico,Mexico,2017,20.0,,,,
2018,Argentina,1,GK,Nahuel Guzmán,1986-02-10,6,0.0,UANL,Mexico,Mexico,2017,20.0,,,,
2018,Argentina,2,DF,Gabriel Mercado,1987-03-18,20,3.0,Sevilla,Spain,Spain,2017,1.0,Sevilla,1771.9,1.0,2018-01-01
2018,Argentina,3,DF,Nicolás Tagliafico,1992-08-31,4,0.0,Ajax,Netherlands,Netherlands,2017,22.0,Ajax,1684.5,1.0,2018-01-01
2018,Argentina,4,DF,Cristian Ansaldi,1986-09-20,5,0.0,Torino,Italy,Italy,2017,4.0,Torino,1654.6,1.0,2018-01-01
2018,Argentina,5,MF,Lucas Biglia,1986-01-30,57,1.0,Milan,Italy,Italy,2017,4.0,Milan,1656.3,1.0,2018-01-01
2018,Argentina,6,DF,Federico Fazio,1987-03-17,9,1.0,Roma,Italy,Italy,2017,4.0,Roma,1854.1,1.0,2018-01-01
2018,Argentina,7,MF,Éver Banega,1988-06-29,62,6.0,Sevilla,Spain,Spain,2017,1.0,Sevilla,1771.9,1.0,2018-01-01
2018,Argentina,8,DF,Marcos Acuña,1991-10-28,10,0.0,Sporting CP,Portugal,Portugal,2017,16.0,Sporting,1727.6,1.0,2018-01-01
2018,Argentina,9,FW,Gonzalo Higuaín,1987-12-10,71,31.0,Juventus,Italy,Italy,2017,4.0,Juventus,1955.1,1.0,2018-01-01
2018,Argentina,10,FW,Lionel Messi,1987-06-24,124,64.0,Barcelona,Spain,Spain,2017,1.0,Barcelona,2043.9,1.0,2018-01-01
2018,Argentina,11,MF,Ángel Di María,1988-02-14,94,19.0,Paris Saint-Germain,France,France,2017,5.0,Paris SG,1901.4,1.0,2018-01-01
2018,Argentina,12,GK,Franco Armani,1986-10-16,0,0.0,River Plate,Argentina,Argentina,2017,7.0,,,,
2018,Argentina,13,MF,Maximiliano Meza,1992-12-15,2,0.0,Independiente,Argentina,Argentina,2017,7.0,,,,
2018,Argentina,14,DF,Javier Mascherano,1984-06-08,143,3.0,Hebei China Fortune,China,China,2017,38.0,,,,
2018,Argentina,15,MF,Enzo Pérez,1986-02-22,23,1.0,River Plate,Argentina,Argentina,2017,7.0,,,,
2018,Argentina,16,DF,Marcos Rojo,1990-03-20,56,2.0,Manchester United,England,England,2017,2.0,Man United,1897.3,1.0,2018-01-01
2018,Argentina,17,DF,Nicolás Otamendi,1988-02-12,54,4.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,Argentina,18,DF,Eduardo Salvio,1990-07-13,9,0.0,Benfica,Portugal,Portugal,2017,16.0,Benfica,1719.1,1.0,2018-01-01
2018,Argentina,19,FW,Sergio Agüero,1988-06-02,85,37.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,Argentina,20,MF,Giovani Lo Celso,1996-04-09,5,0.0,Paris Saint-Germain,France,France,2017,5.0,Paris SG,1901.4,1.0,2018-01-01
2018,Argentina,21,FW,Paulo Dybala,1993-11-15,12,0.0,Juventus,Italy,Italy,2017,4.0,Juventus,1955.1,1.0,2018-01-01
2018,Argentina,22,MF,Cristian Pavón,1996-01-21,5,0.0,Boca Juniors,Argentina,Argentina,2017,7.0,,,,
2018,Argentina,23,GK,Willy Caballero,1981-09-28,3,0.0,Chelsea,England,England,2017,2.0,Chelsea,1916.2,1.0,2018-01-01
2018,Croatia,1,GK,Dominik Livaković,1995-01-09,1,0.0,Dinamo Zagreb,Croatia,Croatia,2017,19.0,Dinamo Zagreb,1638.3,1.0,2018-01-01
2018,Croatia,2,DF,Šime Vrsaljko,1992-01-10,35,0.0,Atlético Madrid,Spain,Spain,2017,1.0,Atletico,1924.0,1.0,2018-01-01
2018,Croatia,3,DF,Ivan Strinić,1987-07-17,43,0.0,Sampdoria,Italy,Italy,2017,4.0,Sampdoria,1634.5,1.0,2018-01-01
2018,Croatia,4,FW,Ivan Perišić,1989-02-02,66,18.0,Inter Milan,Italy,Italy,2017,4.0,Inter,1748.7,1.0,2018-01-01
2018,Croatia,5,DF,Vedran Ćorluka,1986-02-05,99,4.0,Lokomotiv Moscow,Russia,Russia,2017,10.0,Lok Moskva,1677.5,1.0,2018-01-01
2018,Croatia,6,DF,Dejan Lovren,1989-07-05,39,2.0,Liverpool,England,England,2017,2.0,Liverpool,1883.5,1.0,2018-01-01
2018,Croatia,7,MF,Ivan Rakitić,1988-03-10,92,14.0,Barcelona,Spain,Spain,2017,1.0,Barcelona,2043.9,1.0,2018-01-01
2018,Croatia,8,MF,Mateo Kovačić,1994-05-06,41,1.0,Real Madrid,Spain,Spain,2017,1.0,Real Madrid,2006.8,1.0,2018-01-01
2018,Croatia,9,FW,Andrej Kramarić,1991-06-19,31,9.0,1899 Hoffenheim,Germany,Germany,2017,8.0,Hoffenheim,1668.7,1.0,2018-01-01
2018,Croatia,10,MF,Luka Modrić,1985-09-09,106,12.0,Real Madrid,Spain,Spain,2017,1.0,Real Madrid,2006.8,1.0,2018-01-01
2018,Croatia,11,MF,Marcelo Brozović,1992-11-16,35,6.0,Inter Milan,Italy,Italy,2017,4.0,Inter,1748.7,1.0,2018-01-01
2018,Croatia,12,GK,Lovre Kalinić,1990-04-03,11,0.0,Gent,Belgium,Belgium,2017,26.0,Gent,1554.3,1.0,2018-01-01
2018,Croatia,13,DF,Tin Jedvaj,1995-11-28,12,0.0,Bayer Leverkusen,Germany,Germany,2017,8.0,Leverkusen,1712.5,1.0,2018-01-01
2018,Croatia,14,MF,Filip Bradarić,1992-01-11,4,0.0,Rijeka,Croatia,Croatia,2017,19.0,Rijeka,1547.9,1.0,2018-01-01
2018,Croatia,15,DF,Duje Ćaleta-Car,1996-09-17,1,0.0,Red Bull Salzburg,Austria,Austria,2017,18.0,Salzburg,1707.5,1.0,2018-01-01
2018,Croatia,16,FW,Nikola Kalinić [note 2],1988-01-05,42,15.0,Milan,Italy,Italy,2017,4.0,Milan,1656.3,1.0,2018-01-01
2018,Croatia,17,FW,Mario Mandžukić,1986-05-21,83,30.0,Juventus,Italy,Italy,2017,4.0,Juventus,1955.1,1.0,2018-01-01
2018,Croatia,18,FW,Ante Rebić,1993-09-21,16,1.0,Eintracht Frankfurt,Germany,Germany,2017,8.0,Frankfurt,1628.2,1.0,2018-01-01
2018,Croatia,19,MF,Milan Badelj,1989-02-25,38,1.0,Fiorentina,Italy,Italy,2017,4.0,Fiorentina,1685.4,1.0,2018-01-01
2018,Croatia,20,FW,Marko Pjaca,1995-05-06,16,1.0,Schalke 04,Germany,Germany,2017,8.0,Schalke,1704.5,1.0,2018-01-01
2018,Croatia,21,DF,Domagoj Vida,1989-04-29,59,2.0,Beşiktaş,Turkey,Turkey,2017,14.0,Besiktas,1721.7,1.0,2018-01-01
2018,Croatia,22,DF,Josip Pivarić,1989-01-30,19,0.0,Dynamo Kyiv,Ukraine,Ukraine,2017,23.0,Dynamo Kyiv,1689.2,1.0,2018-01-01
2018,Croatia,23,GK,Danijel Subašić,1984-10-27,38,0.0,Monaco,France,France,2017,5.0,Monaco,1764.9,1.0,2018-01-01
2018,Iceland,1,GK,Hannes Þór Halldórsson,1984-04-27,49,0.0,Randers,Denmark,Denmark,2017,15.0,Randers,1333.6,1.0,2018-01-01
2018,Iceland,2,DF,Birkir Már Sævarsson,1984-11-11,79,1.0,Valur,Iceland,Iceland,2017,79.0,Valur,1156.0,0.0,2018-01-01
2018,Iceland,3,MF,Samúel Friðjónsson,1996-02-22,4,0.0,Vålerenga,Norway,Norway,2017,48.0,Valerenga,1326.3,1.0,2018-01-01
2018,Iceland,4,MF,Albert Guðmundsson,1997-06-15,5,3.0,PSV Eindhoven,Netherlands,Netherlands,2017,22.0,PSV,1673.0,1.0,2018-01-01
2018,Iceland,5,DF,Sverrir Ingi Ingason,1993-08-05,20,3.0,Rostov,Russia,Russia,2017,10.0,Rostov,1627.5,1.0,2018-01-01
2018,Iceland,6,DF,Ragnar Sigurðsson,1986-06-19,77,3.0,Rostov,Russia,Russia,2017,10.0,Rostov,1627.5,1.0,2018-01-01
2018,Iceland,7,MF,Jóhann Berg Guðmundsson,1990-10-27,67,7.0,Burnley,England,England,2017,2.0,Burnley,1693.7,1.0,2018-01-01
2018,Iceland,8,MF,Birkir Bjarnason,1988-05-27,67,9.0,Aston Villa,England,England,2017,2.0,Aston Villa,1523.7,2.0,2018-01-01
2018,Iceland,9,FW,Björn Bergmann Sigurðarson,1991-02-26,12,1.0,Rostov,Russia,Russia,2017,10.0,Rostov,1627.5,1.0,2018-01-01
2018,Iceland,10,MF,Gylfi Sigurðsson,1989-09-08,57,19.0,Everton,England,England,2017,2.0,Everton,1699.4,1.0,2018-01-01
2018,Iceland,11,FW,Alfreð Finnbogason,1989-02-01,47,13.0,FC Augsburg,Germany,Germany,2017,8.0,Augsburg,1636.9,1.0,2018-01-01
2018,Iceland,12,GK,Frederik Schram,1995-01-19,4,0.0,Roskilde,Denmark,Denmark,2017,15.0,,,,
2018,Iceland,13,GK,Rúnar Alex Rúnarsson,1995-02-18,3,0.0,Nordsjælland,Denmark,Denmark,2017,15.0,Nordsjaelland,1477.4,1.0,2018-01-01
2018,Iceland,14,DF,Kári Árnason,1982-10-13,67,5.0,Aberdeen,Scotland,Scotland,2017,25.0,Aberdeen,1369.8,1.0,2018-01-01
2018,Iceland,15,DF,Hólmar Örn Eyjólfsson,1990-08-06,10,1.0,Levski Sofia,Bulgaria,Bulgaria,2017,34.0,Levski,1396.8,1.0,2018-01-01
2018,Iceland,16,MF,Ólafur Ingi Skúlason,1983-04-01,36,1.0,Kardemir Karabükspor,Turkey,Turkey,2017,14.0,,,,
2018,Iceland,17,MF,Aron Gunnarsson,1989-04-22,77,2.0,Cardiff City,Wales,England,2017,2.0,Cardiff,1526.0,2.0,2018-01-01
2018,Iceland,18,DF,Hörður Björgvin Magnússon,1993-02-11,16,2.0,Bristol City,England,England,2017,2.0,Bristol City,1522.6,2.0,2018-01-01
2018,Iceland,19,MF,Rúrik Gíslason,1988-02-25,47,3.0,SV Sandhausen,Germany,Germany,2017,8.0,Sandhausen,1426.6,2.0,2018-01-01
2018,Iceland,20,MF,Emil Hallfreðsson,1984-06-29,64,1.0,Udinese,Italy,Italy,2017,4.0,Udinese,1626.3,1.0,2018-01-01
2018,Iceland,21,MF,Arnór Ingvi Traustason,1993-04-30,19,5.0,Malmö FF,Sweden,Sweden,2017,37.0,Malmoe,1527.0,1.0,2018-01-01
2018,Iceland,22,FW,Jón Daði Böðvarsson,1992-05-25,38,2.0,Reading,England,England,2017,2.0,Reading,1481.9,2.0,2018-01-01
2018,Iceland,23,DF,Ari Freyr Skúlason,1987-05-14,56,0.0,Lokeren,Belgium,Belgium,2017,26.0,Lokeren,1427.4,1.0,2018-01-01
2018,Nigeria,1,GK,Ikechukwu Ezenwa,1988-10-16,24,0.0,Enyimba,Nigeria,Nigeria,2017,63.0,,,,
2018,Nigeria,2,DF,Brian Idowu,1992-05-18,5,1.0,Amkar Perm,Russia,Russia,2017,10.0,Amkar Perm,1511.6,1.0,2018-01-01
2018,Nigeria,3,DF,Elderson Echiéjilé,1988-01-20,62,3.0,Cercle Brugge,Belgium,Belgium,2017,26.0,,,,
2018,Nigeria,4,MF,Wilfred Ndidi,1996-12-16,17,0.0,Leicester City,England,England,2017,2.0,Leicester,1723.8,1.0,2018-01-01
2018,Nigeria,5,DF,William Troost-Ekong,1993-09-01,22,1.0,Bursaspor,Turkey,Turkey,2017,14.0,Bursaspor,1455.6,1.0,2018-01-01
2018,Nigeria,6,DF,Leon Balogun,1988-06-28,19,0.0,Mainz 05,Germany,Germany,2017,8.0,Mainz,1582.6,1.0,2018-01-01
2018,Nigeria,7,FW,Ahmed Musa,1992-10-14,72,13.0,CSKA Moscow,Russia,Russia,2017,10.0,CSKA Moskva,1721.5,1.0,2018-01-01
2018,Nigeria,8,MF,Peter Etebo,1995-11-09,14,1.0,Las Palmas,Spain,Spain,2017,1.0,Las Palmas,1569.8,1.0,2018-01-01
2018,Nigeria,9,FW,Odion Ighalo,1989-06-16,19,4.0,Changchun Yatai,China,China,2017,38.0,,,,
2018,Nigeria,10,MF,John Obi Mikel,1987-04-22,85,6.0,Tianjin TEDA,China,China,2017,38.0,,,,
2018,Nigeria,11,FW,Victor Moses,1990-12-12,34,11.0,Chelsea,England,England,2017,2.0,Chelsea,1916.2,1.0,2018-01-01
2018,Nigeria,12,DF,Shehu Abdullahi,1993-03-12,25,0.0,Bursaspor,Turkey,Turkey,2017,14.0,Bursaspor,1455.6,1.0,2018-01-01
2018,Nigeria,13,FW,Simeon Nwankwo,1992-05-07,2,0.0,Crotone,Italy,Italy,2017,4.0,Crotone,1503.4,1.0,2018-01-01
2018,Nigeria,14,FW,Kelechi Iheanacho,1996-03-10,18,8.0,Leicester City,England,England,2017,2.0,Leicester,1723.8,1.0,2018-01-01
2018,Nigeria,15,MF,Joel Obi,1991-05-22,17,0.0,Torino,Italy,Italy,2017,4.0,Torino,1654.6,1.0,2018-01-01
2018,Nigeria,16,GK,Daniel Akpeyi,1986-03-08,7,0.0,Chippa United,South Africa,South Africa,2017,42.0,,,,
2018,Nigeria,17,MF,Ogenyi Onazi,1992-12-25,52,1.0,Trabzonspor,Turkey,Turkey,2017,14.0,Trabzonspor,1525.8,1.0,2018-01-01
2018,Nigeria,18,FW,Alex Iwobi,1996-05-03,19,5.0,Arsenal,England,England,2017,2.0,Arsenal,1839.3,1.0,2018-01-01
2018,Nigeria,19,MF,John Ogu,1988-04-20,20,2.0,Hapoel Be'er Sheva,Israel,Israel,2017,12.0,,,,
2018,Nigeria,20,DF,Chidozie Awaziem,1997-01-01,4,0.0,Nantes,France,France,2017,5.0,Nantes,1598.3,1.0,2018-01-01
2018,Nigeria,21,DF,Tyronne Ebuehi,1995-12-16,7,0.0,ADO Den Haag,Netherlands,Netherlands,2017,22.0,Den Haag,1384.1,1.0,2018-01-01
2018,Nigeria,22,DF,Kenneth Omeruo,1993-10-17,39,0.0,Kasımpaşa,Turkey,Turkey,2017,14.0,Kasimpasa,1452.2,1.0,2018-01-01
2018,Nigeria,23,GK,Francis Uzoho,1998-10-28,6,0.0,Deportivo La Coruña,Spain,Spain,2017,1.0,Depor,1610.7,1.0,2018-01-01
2018,Brazil,1,GK,Alisson,1992-10-02,26,0.0,Roma,Italy,Italy,2017,4.0,Roma,1854.1,1.0,2018-01-01
2018,Brazil,2,DF,Thiago Silva,1984-09-22,71,5.0,Paris Saint-Germain,France,France,2017,5.0,Paris SG,1901.4,1.0,2018-01-01
2018,Brazil,3,DF,Miranda,1984-09-07,47,2.0,Inter Milan,Italy,Italy,2017,4.0,Inter,1748.7,1.0,2018-01-01
2018,Brazil,4,DF,Pedro Geromel,1985-09-21,2,0.0,Grêmio,Brazil,Brazil,2017,3.0,,,,
2018,Brazil,5,MF,Casemiro,1992-02-23,24,0.0,Real Madrid,Spain,Spain,2017,1.0,Real Madrid,2006.8,1.0,2018-01-01
2018,Brazil,6,DF,Filipe Luís,1985-08-09,33,2.0,Atlético Madrid,Spain,Spain,2017,1.0,Atletico,1924.0,1.0,2018-01-01
2018,Brazil,7,FW,Douglas Costa,1990-09-14,25,3.0,Juventus,Italy,Italy,2017,4.0,Juventus,1955.1,1.0,2018-01-01
2018,Brazil,8,MF,Renato Augusto,1988-02-08,28,5.0,Beijing Sinobo Guoan,China,China,2017,38.0,,,,
2018,Brazil,9,FW,Gabriel Jesus,1997-04-03,17,10.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,Brazil,10,FW,Neymar,1992-02-05,85,55.0,Paris Saint-Germain,France,France,2017,5.0,Paris SG,1901.4,1.0,2018-01-01
2018,Brazil,11,MF,Philippe Coutinho,1992-06-12,37,10.0,Barcelona,Spain,Spain,2017,1.0,Barcelona,2043.9,1.0,2018-01-01
2018,Brazil,12,DF,Marcelo,1988-05-12,54,6.0,Real Madrid,Spain,Spain,2017,1.0,Real Madrid,2006.8,1.0,2018-01-01
2018,Brazil,13,DF,Marquinhos,1994-05-14,26,0.0,Paris Saint-Germain,France,France,2017,5.0,Paris SG,1901.4,1.0,2018-01-01
2018,Brazil,14,DF,Danilo,1991-07-15,18,0.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,Brazil,15,MF,Paulinho,1988-07-25,50,12.0,Barcelona,Spain,Spain,2017,1.0,Barcelona,2043.9,1.0,2018-01-01
2018,Brazil,16,GK,Cássio,1987-06-06,1,0.0,Corinthians,Brazil,Brazil,2017,3.0,,,,
2018,Brazil,17,MF,Fernandinho,1985-05-04,44,2.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,Brazil,18,MF,Fred,1993-03-05,8,0.0,Shakhtar Donetsk,Ukraine,Ukraine,2017,23.0,Shakhtar,1754.1,1.0,2018-01-01
2018,Brazil,19,MF,Willian,1988-08-09,57,8.0,Chelsea,England,England,2017,2.0,Chelsea,1916.2,1.0,2018-01-01
2018,Brazil,20,FW,Roberto Firmino,1991-10-02,21,7.0,Liverpool,England,England,2017,2.0,Liverpool,1883.5,1.0,2018-01-01
2018,Brazil,21,FW,Taison,1988-01-13,8,1.0,Shakhtar Donetsk,Ukraine,Ukraine,2017,23.0,Shakhtar,1754.1,1.0,2018-01-01
2018,Brazil,22,DF,Fagner,1989-06-11,4,0.0,Corinthians,Brazil,Brazil,2017,3.0,,,,
2018,Brazil,23,GK,Ederson,1993-08-17,1,0.0,Manchester City,England,England,2017,2.0,Man City,1978.3,1.0,2018-01-01
2018,Costa Rica,1,GK,Keylor Navas,1986-12-15,81,0.0,Real Madrid,Spain,Spain,2017,1.0,Real Madrid,2006.8,1.0,2018-01-01
2018,Costa Rica,2,DF,Jhonny Acosta,1983-07-21,69,2.0,Águilas Doradas,Colombia,Colombia,2017,6.0,,,,
2018,Costa Rica,3,DF,Giancarlo González,1988-02-08,70,2.0,Bologna,Italy,Italy,2017,4.0,Bologna,1578.8,1.0,2018-01-01
2018,Costa Rica,4,DF,Ian Smith,1998-03-06,4,0.0,Norrköping,Sweden,Sweden,2017,37.0,Norrkoeping,1431.1,1.0,2018-01-01
2018,Costa Rica,5,MF,Celso Borges,1988-05-27,113,21.0,Deportivo La Coruña,Spain,Spain,2017,1.0,Depor,1610.7,1.0,2018-01-01
2018,Costa Rica,6,DF,Óscar Duarte,1989-06-03,39,2.0,Espanyol,Spain,Spain,2017,1.0,Espanyol,1690.9,1.0,2018-01-01
2018,Costa Rica,7,MF,Christian Bolaños,1984-05-17,81,6.0,Saprissa,Costa Rica,Costa Rica,2017,54.0,,,,
2018,Costa Rica,8,DF,Bryan Oviedo,1990-02-18,44,1.0,Sunderland,England,England,2017,2.0,Sunderland,1469.4,2.0,2018-01-01
2018,Costa Rica,9,MF,Daniel Colindres,1985-01-10,11,0.0,Saprissa,Costa Rica,Costa Rica,2017,54.0,,,,
2018,Costa Rica,10,MF,Bryan Ruiz,1985-08-18,110,24.0,Sporting CP,Portugal,Portugal,2017,16.0,Sporting,1727.6,1.0,2018-01-01
2018,Costa Rica,11,FW,Johan Venegas,1988-11-27,47,10.0,Saprissa,Costa Rica,Costa Rica,2017,54.0,,,,
2018,Costa Rica,12,FW,Joel Campbell,1992-06-26,77,15.0,Real Betis,Spain,Spain,2017,1.0,Betis,1631.6,1.0,2018-01-01
2018,Costa Rica,13,MF,Rodney Wallace,1988-06-17,30,4.0,New York City FC,United States,United States,2017,52.0,,,,
2018,Costa Rica,14,MF,Randall Azofeifa,1984-12-30,58,3.0,Herediano,Costa Rica,Costa Rica,2017,54.0,,,,
2018,Costa Rica,15,DF,Francisco Calvo,1992-07-08,38,4.0,Minnesota United,United States,United States,2017,52.0,,,,
2018,Costa Rica,16,DF,Cristian Gamboa,1989-10-24,68,3.0,Celtic,Scotland,Scotland,2017,25.0,Celtic,1560.7,1.0,2018-01-01
2018,Costa Rica,17,MF,Yeltsin Tejeda,1992-03-17,51,0.0,Lausanne,Switzerland,Switzerland,2017,21.0,Lausanne,1425.4,1.0,2018-01-01
2018,Costa Rica,18,GK,Patrick Pemberton,1982-04-24,39,0.0,Alajuelense,Costa Rica,Costa Rica,2017,54.0,,,,
2018,Costa Rica,19,DF,Kendall Waston,1988-01-01,26,3.0,Vancouver Whitecaps FC,Canada,United States,2017,52.0,,,,
2018,Costa Rica,20,MF,David Guzmán,1990-02-18,43,0.0,Portland Timbers,United States,United States,2017,52.0,,,,
2018,Costa Rica,21,FW,Marco Ureña,1990-03-05,64,15.0,Los Angeles FC,United States,United States,2017,52.0,,,,
2018,Costa Rica,22,DF,Kenner Gutiérrez,1989-06-09,9,0.0,Alajuelense,Costa Rica,Costa Rica,2017,54.0,,,,
2018,Costa Rica,23,GK,Leonel Moreira,1990-04-02,9,0.0,Herediano,Costa Rica,Costa Rica,2017,54.0,,,,
2018,Serbia,1,GK,Vladimir Stojković,1983-07-28,81,0.0,Partizan,Serbia,Serbia,2017,38.0,Partizan,1536.6,0.0,2018-01-01
2018,Serbia,2,DF,Antonio Rukavina,1984-01-26,47,0.0,Villarreal,Spain,Spain,2017,1.0,Villarreal,1757.7,1.0,2018-01-01
2018,Serbia,3,DF,Duško Tošić,1985-01-19,24,1.0,Beşiktaş,Turkey,Turkey,2017,14.0,Besiktas,1721.7,1.0,2018-01-01
2018,Serbia,4,MF,Luka Milivojević,1991-04-07,28,1.0,Crystal Palace,England,England,2017,2.0,Crystal Palace,1646.2,1.0,2018-01-01
